"date","corn_cents","corn_usd"
2026-02-19,425.75,4.2575
2026-02-20,427.5,4.275
2026-02-23,427.5,4.275
2026-02-24,427.75,4.2775
2026-02-25,430.5,4.305
2026-02-26,433.25,4.3325
2026-02-27,438.75,4.3875
2026-03-02,433.25,4.3325
2026-03-03,434.25,4.3425
2026-03-04,431.75,4.3175
2026-03-05,441.5,4.415
2026-03-06,447,4.47
2026-03-09,437.5,4.375
2026-03-10,436.25,4.3625
2026-03-11,444.25,4.4425
2026-03-12,448.25,4.4825
2026-03-13,452.5,4.525
2026-03-16,454,4.54
2026-03-17,454,4.54
2026-03-18,463.25,4.6325
2026-03-19,469.75,4.6975
2026-03-20,465.5,4.655
2026-03-23,459.5,4.595
2026-03-24,462.5,4.625
2026-03-25,467.25,4.6725
2026-03-26,467,4.67
2026-03-27,462,4.62
2026-03-30,455.75,4.5575
2026-03-31,457.75,4.5775
2026-04-01,454.25,4.5425
2026-04-02,452.25,4.5225
2026-04-06,454,4.54
2026-04-07,449,4.49
2026-04-08,447.25,4.4725
2026-04-09,444,4.44
2026-04-10,441,4.41
2026-04-13,440.25,4.4025
2026-04-14,443,4.43
2026-04-15,451.25,4.5125
2026-04-16,448.5,4.485
2026-04-17,448.75,4.4875
2026-04-20,452,4.52
2026-04-21,453.75,4.5375
2026-04-22,454.25,4.5425
2026-04-23,455.5,4.555
2026-04-24,455,4.55
2026-04-27,460.75,4.6075
2026-04-28,465.25,4.6525
2026-04-29,466.5,4.665
2026-04-30,464.75,4.6475
2026-05-01,468.25,4.6825
2026-05-04,473.75,4.7375
2026-05-05,465.5,4.655
2026-05-06,452.75,4.5275
2026-05-07,452.75,4.5275
2026-05-08,456.25,4.5625
2026-05-11,460.75,4.6075
2026-05-12,467.25,4.6725
2026-05-13,466.5,4.665
2026-05-14,451.5,4.515
2026-05-15,455.75,4.5575
2026-05-18,477,4.77
2026-05-19,475.25,4.7525
2026-05-20,465.75,4.6575
2026-05-21,462.25,4.6225
2026-05-22,463.25,4.6325
2026-05-26,457.5,4.575
2026-05-27,452.5,4.525
2026-05-28,455.75,4.5575
2026-05-29,446.75,4.4675
2026-06-01,444,4.44
2026-06-02,440.5,4.405
2026-06-03,431.5,4.315
2026-06-04,424.5,4.245
2026-06-05,417.5,4.175
2026-06-08,418.75,4.1875
2026-06-09,419.5,4.195
2026-06-10,419,4.19
2026-06-11,411.75,4.1175
2026-06-12,412.75,4.1275
2026-06-15,415.5,4.155
2026-06-16,413.75,4.1375
2026-06-17,421,4.21
2026-06-18,417.5,4.175
2026-06-22,411.5,4.115
2026-06-23,409.75,4.0975
2026-06-24,407,4.07
2026-06-25,414.75,4.1475
2026-06-26,412.75,4.1275
2026-06-29,402,4.02
2026-06-30,412.75,4.1275
2026-07-01,421,4.21
2026-07-02,425,4.25
2026-07-06,440.75,4.4075
2026-07-07,442.5,4.425
2026-07-08,434.75,4.3475
2026-07-09,427.75,4.2775
2026-07-10,438,4.38
2026-07-13,437.75,4.3775
2026-07-14,433.75,4.3375
2026-07-15,447.5,4.475
2026-07-16,441.5,4.415
2026-07-17,444.75,4.4475
2026-07-20,449.5,4.495
2026-07-21,452.75,4.5275
2026-07-22,462,4.62
2026-07-23,464,4.64
2026-07-24,464.25,4.6425
2026-07-27,451.75,4.5175
2026-07-28,458.5,4.585
2026-07-29,471,4.71
